Blog	four	looking	second	k	reports	brought	music	until	example	want	feature	machine	wrong	easier	series	service	needed	showed	project	person	tech	saying	result	lots	men	country	asked	chrome	much	pro	life	things	had	easy	possible	right	old	support	full	leave	team	alone	along	love	working	such	data	years	course	didn	internet	million	quite	open	city	future	san	turned	say	note	take	sale	ways	link	going	where	photos	former	technology	being	rest	around	world	power	industry	favorite	her	ad	am	having	original	tv	th	large	small	past	hours	november	social	via	company	learn	huge	its	always	found	really	research	major	number	sell	self	also	play	plan	sometimes	cover	set	see	movie	available	whole	community	read	recent	amp	readers	couple	d	continue	senate	anything	line	posted	us	ago	land	came	results	young	try	video	let	great	makes	tools	next	baby	challenge	process	high	move	doing	could	start	system	best	should	hope	means	stuff	email	etc	co	android	off	less	web	government	five	become	does	problem	monday	worth	told	word	work	network	created	another	john	away	com	voice	hand	photo	thanks	night	post	months	way	true	moore	face	test	update	together	p	guy	change	live	car	heard	write	product	still	non	half	space	shows	care	friend	than	online	america	only	between	article	comes	learning	these	media	thinking	real	early	using	business	aren	lot	trying	building	since	month	very	learned	family	ask	site	history	help	soon	actually	event	put	american	behind	clear	pretty	during	x	close	won	probably	else	look	while	guide	ready	game	step	within	doesn	e	youtube	go	facebook	michael	win	started	meet	control	links	including	hands	university	special	times	wikileaks	art	need	able	talk	based	she	both	party	well	lost	page	twitter	home	mdash	he	piece	star	stay	friends	lives	companies	likely	even	tips	ever	never	met	call	tell	room	give	amazing	answer	president	before	personal	better	weeks	went	side	mean	content	isn	features	matter	mind	seem	don	m	stop	bad	decided	said	against	appeared	three	website	make	opportunity	left	yes	yet	potential	save	deal	popular	super	down	drive	digital	billion	finally	me	did	run	box	making	may	man	maybe	nbsp	group	interesting	earlier	thing	think	little	anyone	were	especially	shot	show	black	morning	enough	reading	across	according	mark	those	many	then	different	same	running	money	videos	again	important	u	starting	public	search	published	two	hour	share	needs	through	late	good	someone	everyone	house	hard	members	done	least	part	believe	b	click	build	find	please	fans	point	simple	create	understand	bill	fun	itself	spend	big	bit	google	often	back	per	forward	others	later	private	account	la	ll	day	sexual	text	taking	general	center	thought	latest	add	success	happens	buy	minutes	sleep	under	every	street	would	phone	must	keep	end	over	writing	each	got	free	wanted	days	already	top	too	tom	took	talking	though	watch	amazon	report	however	news	experience	several	pick	election	everything	security	head	donald	longer	focus	roy	cool	level	posts	says	goes	water	iphone	today	local	trump	figure	information	happened	name	turn	place	coming	white	released	r	any	ideas	sure	state	college	review	come	case	events	week	without	seems	blog	idea	wife	follow	program	woman	song	far	list	ten	design	version	known	rather	short	might	wouldn	used	friday	feel	story	store	kind	finding	nothing	his	him	wrote	recently	york	c	became	questions	question	long	called	nice	users	once	include	deals	leaving	apple	app	use	few	women	tax	something	instead	light	looks	related	our	why	thousands	ones	words	view	stories	last	gets	percent	other	smart	know	press	james	because	getting	own	apps	made	whether	book
The Superficial - Because You're Ugly	0	0	0	2	0	2	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	3	2	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	8	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	1	0	2	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	5	2	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	2	1	0	1	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	1	0	0	0	0	2	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	3	0	1	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1	2	0	0	4	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	12	5	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	2	0	2	0	0	0	0	0
ThinkProgress	1	0	1	0	1	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	3	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
blog maverick	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	1	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1	0	1	2	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Blog News	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	1
plasticbag.org	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	1	0	0
43 Folders	5	2	8	2	0	1	0	15	0	26	1	1	6	3	0	3	3	2	3	8	0	11	2	2	2	0	1	0	37	0	32	55	26	5	5	24	10	3	7	5	2	3	1	15	7	6	3	16	2	8	3	0	5	4	0	8	2	3	21	4	10	0	5	2	7	20	0	0	3	17	0	10	13	7	1	10	17	1	14	11	2	4	1	3	2	8	4	1	1	1	2	11	7	9	20	1	77	0	4	9	1	9	27	6	2	15	3	3	18	1	5	4	0	43	2	11	2	7	45	4	0	14	3	15	21	3	1	1	2	2	18	14	17	14	5	5	3	0	0	2	0	1	16	24	11	4	14	16	20	11	27	11	0	0	0	13	16	10	0	4	12	5	15	1	5	6	3	59	4	0	10	15	7	17	4	3	2	13	5	2	4	36	9	0	5	1	4	3	0	33	13	8	3	2	3	4	20	9	9	1	0	27	5	36	1	1	22	3	4	5	6	24	2	5	19	4	8	8	4	39	10	3	5	2	29	3	4	9	2	0	30	5	14	4	3	2	2	7	11	2	4	2	10	8	7	5	10	1	8	2	4	2	18	3	0	21	1	0	0	2	2	3	2	8	4	0	5	3	0	3	21	1	22	2	29	8	0	24	1	4	4	6	32	39	0	1	6	5	2	2	4	50	5	26	26	2	3	17	8	4	1	2	0	13	4	27	1	2	4	7	1	0	2	8	7	4	46	47	11	6	18	14	4	0	3	1	45	3	2	13	6	2	2	2	2	2	9	0	0	0	6	82	13	6	0	11	15	7	14	1	0	2	2	33	31	28	14	16	8	2	4	1	7	15	13	0	0	3	27	20	25	7	9	4	5	0	10	13	0	5	1	0	1	10	4	4	4	7	5	26	7	8	2	16	0	10	11	17	9	6	2	2	10	16	1	21	7	0	14	0	3	6	2	25	7	2	19	25	0	1	4	5	4	1	0	37	16	0	4	1	0	0	10	0	1	5	3	5	7	2	20	12	1	20	1	1	10	7	29	4	13	2	8	5	7	13	2	14	2	2	4	2	6	1	0	1	1	4	2	2	0	12	0	1	1	1	3	0	3	3	2	13	10	5	3	13	0	0	4	6	2	3	5	7	1	0	1	0	38	3	10	0	2	1	5	3	2	11	12	2	5	6	4	0	0	2	0	7	3	2	10	3	2	8	3	16	4	6	2	7	6	0	9	3	7	28	12	2	1	1	0	1	0	3	21	3	15	5	4	1	1	1	1	8	11	13	0	0	23	4	1	3	3	35	32	2	2	1	4	2	13	13	1	22	4	40	0	2	57	11	13	5	28	14	25
Autoblog	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	2	3	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	3	7	1	0	1	0	0	0	39	0	1	0	0	1	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	8	0	3	0	0	0	0	0	39	4	0	0	13	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	1	0	0	3	0	0	11	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	3	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	4	0	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	1	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	7	0	3	0	0	0	0	39	3	0	0	0	0	0	3	0	0	3	0	0	0	15	0	0	0	0	0	4	0	0	1	0	0	156	0	1	0	0	1	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	6	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	39	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	9	0	0	39	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	5	0	1	0	0	0	0	3	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	3	0	1	0	40	1	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	1	1	0
Gigaom	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ScienceBlogs	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	2	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	2	0	1	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Google Blogoscoped	0	0	1	0	0	0	0	0	0	2	2	2	1	0	0	6	1	0	0	0	1	0	0	0	0	0	1	6	4	0	0	1	3	1	1	1	0	0	2	1	0	0	0	2	2	0	0	1	0	0	0	0	0	2	0	1	0	1	0	1	1	0	0	1	2	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	1	2	0	0	0	0	5	0	0	2	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	1	0	1	0	0	2	0	0	2	1	1	0	4	0	0	0	1	0	1	0	1	0	1	4	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	2	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	1	0	0	4	0	1	0	0	0	0	0	1	0	0	0	4	1	0	0	2	0	1	0	0	0	0	0	1	0	0	2	2	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	0	2	0	2	2	0	0	1	0	2	0	0	0	1	0	0	1	4	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	1	1	0	0	1	0	1	0	1	4	2	0	0	0	2	0	0	0	1	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	4	1	1	3	0	1	0	1	0	7	0	0	1	0	0	1	1	1	0	1	0	0	0	1	2	0	0	3	0	3	2	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	4	2	0	3	0	0	0	1	1	0	0	1	0	0	0	0	28	1	3	0	0	1	2	0	1	0	6	3	0	1	0	1	0	0	0	3	0	2	0	0	0	0	1	2	11	4	0	0	0	1	0	3	0	2	0	0	1	1	2	0	1	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	2	0	2	0	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2	4	1	1	1	0	1	0	0	0	0	4	3	1	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	4	1	2	1	0	5	0	0	6	2	1	0
